,stt,ship name,eta,cont num,seal num,etd,cont 20',cont 40',xuat/nhap,product name,weight (tons),time,dc nang cont,dc ha cont,customer name,cs,vendor,contract num, charge , ps 1 , ps 2 , ps 3 , ps 4 , ps 5 , invoice 
0,1,MVN-0675,2023-06-30,SEKU5589089,0,2023-07-01,0.0,1,NHAP,Thiet Bi Y Te,23,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 1,958,000 ",0,0,0.0,0.0,0.0," 1,958,000 "
1,2,MVN-0675,2023-06-30,TCNU4233428,28756929,2023-07-01,0.0,1,NHAP,Mi Tom,17,0 days 13:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
2,3,MVN-0675,2023-06-30,GAOU6102470,28851627,2023-07-01,0.0,1,NHAP,Mi Tom,17,0 days 13:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
3,4,MVN-0675,2023-06-30,TCLU8931055,28836502,2023-07-01,0.0,1,NHAP,Vai Vun,17,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
4,5,MVN-0675,2023-06-30,DRYU9705334,386626,2023-07-01,0.0,1,NHAP,Vai,28,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,HIEN,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
5,6,V28-0600,2023-07-04,DFSU7361713,VMC117583,2023-07-01,0.0,1,XUAT,Linh Kien,24,0 days 08:00:00,DEPOT VINAFCO,CANG LOTUS,GND,QUYNH,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
6,7,V28-0600,2023-07-04,DRYU9678033,748114,2023-07-01,0.0,1,XUAT,Si Nhom,28,0 days 08:00:00,DEPOT VINAFCO,CANG LOTUS,GND,HIEN,HAFT,0.0," 8,698,000 ",0,0,0.0,0.0,0.0," 8,698,000 "
7,8,MVN-0675,2023-06-29,SEKU6304600,0,2023-07-03,0.0,1,NHAP,Thiet Bi Y Te,23 TAN,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,179,000 ",0,0,0.0,0.0,0.0," 2,179,000 "
8,9,MVN-0675,2023-06-30,DRYU9704831,386625,2023-07-03,0.0,1,NHAP,Mi Tom,17,0 days 13:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,QUYNH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
9,10,MVN-0675,2023-06-30,TCLU8930552,28783188,2023-07-03,0.0,1,NHAP,Mi Tom,17,0 days 13:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
10,11,MVN-0675,2023-06-30,TCNU6515225,386628,2023-07-03,0.0,1,NHAP,Vai Vun,16,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
11,12,V28-0599,2023-07-02,FCIU7549498,6610,2023-07-04,0.0,1,NHAP,Noi That,28,0 days 07:00:00,CANG LOTUS,TRA - DONG KET HOP,GND,QUYNH,HAFT,0.0," 3,158,000 ",0,0,0.0,0.0,0.0," 3,158,000 "
12,13,V28-0599,2023-07-02,DRYU9677593,735933,2023-07-04,0.0,1,NHAP,Vai Vun,17,0 days 06:00:00,CANG LOTUS,TRA - DONG KET HOP,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
13,14,V28-0599,2023-07-02,DRYU9703943,0,2023-07-04,0.0,1,NHAP,Gia Dung,15,0 days 07:00:00,CANG LOTUS,CANG BEN NGHE,GND,HIEN,HAFT,0.0," 2,179,000 ",0,0,0.0,0.0,0.0," 2,179,000 "
14,15,V28-0599,2023-07-02,DRYU9677130,0,2023-07-04,0.0,1,NHAP,Sua,SUA,0 days 06:00:00,CANG LOTUS,TRA - DONG KET HOP TAI CHO,GND,OANH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
15,16,V28-0599,2023-07-02,DRYU9678389,BA44975,2023-07-04,0.0,1,NHAP,Gom Su,0,0 days 08:00:00,CANG LOTUS,TRA - DONG KET HOP,TRANSIN HAN,TU,HAFT,0.0," 2,362,000 ",0,0,0.0,0.0,0.0," 2,362,000 "
16,17,V26-0758,2023-07-06,FCIU7549498,VSICO19226595,2023-07-04,0.0,1,XUAT,Nuoc Ngot,28,0 days 13:00:00,DONG KET HOP,CANG TAN THUAN,GND,NGUYEN,HAFT,0.0," 1,458,100 ",0,0,0.0,0.0,0.0," 1,458,100 "
17,18,V26-0758,2023-07-06,DRYU9704831,0,2023-07-04,0.0,1,XUAT,Phe Nhom,28,0 days 08:00:00,DONG KET HOP,CANG TAN THUAN,GND,HIEN,HAFT,0.0," 4,896,000 ",0,0,0.0,0.0,0.0," 4,896,000 "
18,19,V26-0758,2023-07-06,DRYU9677130,0,2023-07-04,0.0,1,XUAT,Sua,29,0 days 09:00:00,DONG KET HOP TAI CHO,CANG TAN THUAN,GND,OANH,HAFT,0.0," 1,157,000 ",0,0,0.0,0.0,0.0," 1,157,000 "
19,20,V26-0758,2023-07-06,DRYU9677593,0,2023-07-04,0.0,1,XUAT,Sua,29,0 days 10:00:00,DONG KET HOP,CANG TAN THUAN,GND,OANH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
20,21,V26-0758,2023-07-06,DRYU9678389,0,2023-07-04,0.0,1,XUAT,Sua,29,0 days 14:00:00,DONG KET HOP,CANG TAN THUAN,GND,OANH,HAFT,0.0," 1,619,800 ",0,0,0.0,0.0,0.0," 1,619,800 "
21,22,MVN-0675,2023-06-29,SEKU6307298,107798,2023-07-05,0.0,N,NHAP,Thiet Bi Y Te,23,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,179,000 ",0,0,0.0,0.0,0.0," 2,179,000 "
22,23,V28-0599,2023-07-02,DRYU9672436,28869616,2023-07-05,0.0,1,NHAP,Vai Vun,17,0 days 07:00:00,CANG LOTUS,CANG BEN NGHE,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
23,24,V26-0758,2023-07-06,DRYU9677525,748183,2023-07-05,0.0,1,XUAT,Dien Tu,12,0 days 13:00:00,CANG TAN THUAN,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,362,000 ",0,0,0.0,0.0,0.0," 2,362,000 "
24,25,V26-0758,2023-07-06,DRYU9703579,VSICO19226515,2023-07-05,0.0,1,XUAT,Nuoc Ngot,28,0 days 08:00:00,GREEN LINH TRUNG,CANG TAN THUAN,GND,NGUYEN,HAFT,0.0," 2,083,000 ",0,0,0.0,0.0,0.0," 2,083,000 "
25,26,MVN-0675,2023-06-29,SEKU5758403,0,2023-07-06,0.0,1,NHAP,Thiet Bi Y Te,23,0 days 07:00:00,CANG BEN NGHE,CANG TAN THUAN,GND,QUYNH,HAFT,0.0," 2,179,000 ",0,0,0.0,0.0,0.0," 2,179,000 "
26,27,V26-0757,2023-07-06,FCIU7549271,28877302,2023-07-06,0.0,1,NHAP,Nuoc Ngot,28,0 days 07:00:00,CANG TAN THUAN,TRA - DONG KET HOP TAI CHO,GND,NGUYEN,HAFT,0.0," 2,083,000 ",0,0,0.0,0.0,0.0," 2,083,000 "
27,28,V26-0757,2023-07-06,GAOU6111131,28851622,2023-07-06,0.0,1,NHAP,Nuoc Ngot,28,0 days 07:00:00,CANG TAN THUAN,TRA - DONG KET HOP TAI CHO,GND,NGUYEN,HAFT,0.0," 2,083,000 ",0,0,0.0,0.0,0.0," 2,083,000 "
28,29,MVN-0678,2023-07-08,FCIU7549271,0,2023-07-06,0.0,1,XUAT,Nuoc Ngot,28,0 days 10:00:00,DONG KET HOP TAI CHO,CANG BEN NGHE,GND,NGUYEN,HAFT,0.0," 1,041,500 ",0,0,0.0,0.0,0.0," 1,041,500 "
29,30,MVN-0678,2023-07-08,GAOU6111131,0,2023-07-06,0.0,1,XUAT,Nuoc Ngot,28,0 days 10:00:00,DONG KET HOP TAI CHO,CANG BEN NGHE,GND,NGUYEN,HAFT,0.0," 2,083,000 ",0,0,0.0,0.0,0.0," 2,083,000 "
30,31,V28-0599,2023-07-02,TCLU8930418,28851684,2023-07-08,0.0,1,NHAP,Soi,25,0 days 07:00:00,CANG LOTUS,CANG LOTUS,GND,HIEN,HAFT,0.0," 3,485,000 ",0,0,0.0,0.0,0.0," 3,485,000 "
31,32,MVN-0677,2023-07-08,DRYU9703630,0,2023-07-11,0.0,1,NHAP,Vai Vun,16,0 days 07:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
32,33,MVN-0677,2023-07-09,DRYU9108982,VFC391988,2023-07-11,0.0,1,NHAP,Dau Nhon Noev,0,0 days 08:00:00,CANG BEN NGHE,CANG TAN THUAN,TRANSIN HAN,TU,HAFT,0.0," 2,362,000 ",0,0,0.0,0.0,0.0," 2,362,000 "
33,34,MVN-0677,2023-07-09,DRYU9704071,0,2023-07-11,0.0,1,NHAP,Vai,28,0 days 07:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,HIEN,HAFT,0.0," 5,242,000 ",0,0,0.0,0.0,0.0," 5,242,000 "
34,35,V28-0601,2023-07-11,TCLU8930275,391945/1663 ,2023-07-11,0.0,1,NHAP,Thiet Bi Dien,20,0 days 21:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,THAO,HAFT,0.0," 3,043,000 ",0,0,0.0,0.0,0.0," 3,043,000 "
35,36,V26-0760,2023-07-14,DRYU9703630,0,2023-07-11,0.0,1,XUAT,Giay,28,0 days 18:00:00,DONG KET HOP,CANG TAN THUAN,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
36,37,V28-0602,2023-07-14,DRYU9704071,VFC385195,2023-07-11,0.0,1,XUAT,Giay,28,0 days 18:00:00,DONG KET HOP,CANG BEN NGHE,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
37,38,V28-0601,2023-07-11,DRYU9677546,VFC391934,2023-07-12,0.0,1,NHAP,Dau Nhon Noev,0,0 days 08:00:00,CANG BEN NGHE,CANG BEN NGHE,TRANSIN HAN,TU,HAFT,0.0," 3,485,000 ",0,0,0.0,0.0,0.0," 3,485,000 "
38,39,V28-0601,2023-07-11,DRYU9677818,28473438,2023-07-12,0.0,1,NHAP,Vai Vun,16,0 days 07:00:00,CANG BEN NGHE,CANG BEN NGHE,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
39,40,V26-0760,2023-07-14,DRYU9119185,Vsico19391007,2023-07-12,0.0,1,XUAT,Giay,28,0 days 18:00:00,RONG HAFT,CANG TAN THUAN,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
40,43,MVN-0680,2023-07-18,SEKU5593448,AC-273938,2023-07-15,0.0,1,XUAT,Nuoc Ngot,0,0 days 00:00:00,CANG BEN NGHE,CANG BEN NGHE,GND DA NANG,NGUYEN,HAFT,0.0," 1,958,000 ",0,0,0.0,0.0,0.0," 1,958,000 "
41,46,V28-0604,2023-07-20,SEKU5596046,AC-273940,2023-07-17,0.0,1,XUAT,Nuoc Ngot,0,0 days 00:00:00,GREEN LINH TRUNG,CANG LOTUS,GND DA NANG,NGUYEN,HAFT,0.0," 1,958,000 ",0,0,0.0,0.0,0.0," 1,958,000 "
42,47,V28-0604,2023-07-20,DRYU9677079,VMC118743,2023-07-17,0.0,1,XUAT,Nuoc Ngot,0,0 days 00:00:00,DONG KET HOP,CANG LOTUS,GND DA NANG,NGUYEN,HAFT,0.0," 1,958,000 ",0,0,0.0,0.0,0.0," 1,958,000 "
43,48,V26-0759,2023-07-15,TCLU8930357,0,2023-07-18,0.0,1,NHAP,Vai Vun,0,0 days 00:00:00,CANG TAN THUAN,SAMSUNG,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
44,49,V28-0601,2023-07-10,TCNU7085849,28838545,2023-07-18,0.0,1,NHAP,Soi,0,0 days 00:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,HIEN,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
45,50,V28-0604,2023-07-21,TCNU7085849,0,2023-07-18,0.0,1,XUAT,Giay,0,0 days 00:00:00,DONG KET HOP,CANG LOTUS,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
46,51,V28-0604,2023-07-21,DRYU9056723,0,2023-07-18,0.0,1,XUAT,Giay,0,0 days 00:00:00,RONG HAFT,CANG LOTUS,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
47,52,MVN-0679,2023-07-18,DRYU9352561,28738822,2023-07-19,0.0,1,NHAP,Vai Vun,0,0 days 00:00:00,CANG BEN NGHE,DEPOT VINALINK,GND,QUYNH,HAFT,0.0," 2,746,000 ",0,0,0.0,0.0,0.0," 2,746,000 "
48,54,V28-0604,2023-07-21,DRYU9705057,0,2023-07-19,0.0,1,XUAT,Giay,0,0 days 00:00:00,RONG HAFT,CANG LOTUS,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
49,55,V28-0604,2023-07-21,FCIU7549440,0,2023-07-19,0.0,1,XUAT,Giay,0,0 days 00:00:00,RONG HAFT,CANG LOTUS,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
50,56,V28-0604,2023-07-21,GAOU6102171,741554,2023-07-19,0.0,1,XUAT,Giay,0,0 days 00:00:00,DONG KET HOP,CANG LOTUS,GND,THAO,HAFT,0.0," 3,082,000 ",0,0,0.0,0.0,0.0," 3,082,000 "
51,57,MVN-0679,2023-07-17,DRYU9678389,28902724,2023-07-20,0.0,1,NHAP,Sua,0,0 days 00:00:00,CANG BEN NGHE,DEPOT VINALINK,GND,OANH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
52,58,MVN-0679,2023-07-17,DRYU9677593,28902618,2023-07-20,0.0,1,NHAP,Sua,0,0 days 00:00:00,CANG BEN NGHE,TRA - DONG KET HOP,GND,OANH,HAFT,0.0," 2,314,000 ",0,0,0.0,0.0,0.0," 2,314,000 "
